uei,years_audited,audit_reports_count,city,ein,entity_name,state,zip,cognizant_agency,entity_type,latest_audit_year,earliest_audit_year,going_concern_count,internal_control_def_count,low_risk_count,material_weakness_gen_count,material_weakness_count,modified_opinion_count,noncompliance_count,prior_findings_count,questioned_costs_count,repeat_finding_count,significant_deficiency_count,total_expenditures,is_problem_entity,risk_score,recipient_name,recipient_state,recipient_city,total_funding,total_obligated,total_awards,program_count,funding_num
WXABDMEEEF59,3,4,CHICAGO,362795409,"TRILOGY, INC.",IL,60626,,non-profit,2024,2022,0,0,0,0,8,3,0,0,7,6,3,7575772,1,110,TRILOGY INC,IL,CHICAGO,5791682,3539619.91,14,2,5791682
SPMAAAJPWV84,3,3,SANTA FE,850430744,THE NEW MEXICO FARMERS MARKETING ASSOCIATION,NM,87505,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,3,6,3994975,1,60,"NEW MEXICO FARMERS' MARKETING ASSOCIATION",NM,SANTA FE,5791388,5706979,5,2,5791388
MZLCRF2AWR75,3,3,PAW PAW,550743036,"MOUNTAINEER COMMUNITY HEALTH CENTER, INC",WV,25434,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,3,3,3279076,1,30,MOUNTAINEER COMMUNITY HEALTH CENTER INC,WV,PAW PAW,5789721.09,28564075.56,21,3,5789721.09
D1CRFN89NF71,3,3,WASHINGTON,521338072,DELTA RESEARCH AND EDUCATIONAL FOUNDATION,DC,20009,,non-profit,2024,2022,0,0,0,0,1,1,0,0,1,1,7,3750333,1,80,DELTA RESEARCH & EDUCATIONAL FOUNDATION,DC,WASHINGTON,5770619.32,16768834.64,5,2,5770619.32
DMMVSCAPSEA6,4,4,Melbourne,591010527,Melbourne Housing Authority,FL,32935,,local,2025,2022,0,0,0,0,5,5,0,0,0,2,0,3883323,1,50,MELBOURNE HOUSING AUTHORITY,FL,SATELLITE BEACH,5761190,3787609,33,3,5761190
N5PHFMM2U468,3,3,Los Angeles,954302067,Community Partners,CA,90012,,non-profit,2024,2022,0,0,0,0,12,0,0,0,19,2,12,95938805,1,240,COMMUNITY PARTNERS,CA,LOS ANGELES,5754643.47,7803195.76,28,6,5754643.47
FC54GCNCTM15,3,3,DUBUQUE,420680411,"HILLCREST FAMILY SERVICES, INC",IA,52001,,non-profit,2024,2022,0,0,0,0,2,1,0,0,1,6,7,6651458,1,90,HILLCREST FAMILY SERVICES,IA,DUBUQUE,5753259,17824805,9,2,5753259
KGJNG6JNMNS9,3,3,BLOOMER,396005402,CITY OF BLOOMER,WI,54724,,local,2024,2022,0,0,0,0,5,0,0,0,0,3,0,26363485,1,50,CITY OF BLOOMER,WI,BLOOMER,5743000,4250000,5,1,5743000
MM5TN41FALE4,2,3,Honolulu,990305781,Kula No Na Po`e Hawai`i,HI,96823,,non-profit,2023,2022,0,0,0,0,2,0,0,0,0,2,0,4318582,1,60,"KULA NO NA PO'E HAWAI'I",HI,HONOLULU,5741721,11961480,9,2,5741721
EPU3YHKRMG96,1,1,FAIRMONT,550727658,WEST VIRGINIA HIGH TECHNOLOGY CONSORTIUM FOUNDATION,WV,26554,,non-profit,2024,2024,0,0,0,0,0,0,0,0,0,0,1,1017752,1,40,WEST VIRGINIA HIGH TECHNOLOGY CONSORTIUM FOUNDATION,WV,FAIRMONT,5741588,7387645,8,2,5741588
PLDUBC1NL856,2,2,WASHINGTON,521628279,"US HELPING US, PEOPLE INTO LIVING, INC.",DC,20036,,non-profit,2022,2021,0,0,0,0,70,70,0,0,0,70,0,4128991,1,700,"US HELPING US-PEOPLE INTO LIVING, INC",DC,WASHINGTON,5735355.6,10392011.4,20,5,5735355.6
F2HMVQ4KXC36,3,3,Schenectady,141340139,"Young Women's Christian Association of Schenectady",NY,12305,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,0,7445555,1,40,"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF SCHENECTADY",NY,SCHENECTADY,5731846.3,2516042.52,22,2,5731846.3
EG6AYKJSFKL5,1,1,Two Harbors,416005826,Lake County,MN,55616,,local,2023,2023,0,0,0,0,0,0,0,0,0,0,5,4304251,1,50,COUNTY OF LAKE,MN,TWO HARBORS,5731031.57,5376124.47,13,3,5731031.57
CRLJD123U3L1,3,3,EUGENE,936000566,EUGENE SCHOOL DISTRICT 4J,OR,97402,,local,2024,2022,0,0,0,0,1,0,0,0,0,0,31,102987204,1,320,LANE COUNTY SCHOOL DISTRICT 4J,OR,EUGENE,5727542.37,9257036.98,18,3,5727542.37
ZPKMMKA4NLH9,3,3,Notre Dame,351148835,Holy Cross College,IN,465560308,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,4,9939698,1,40,HOLY CROSS COLLEGE INC,IN,NOTRE DAME,5722466.74,6576638.37,27,4,5722466.74
MTC8CUH8MNQ6,2,2,MADISON,466000272,MUNICIPALITY OF MADISON,SD,57042,,local,2023,2022,0,0,0,0,3,0,0,0,0,1,0,10980109,1,30,CITY OF MADISON,SD,MADISON,5713822,8095461,18,2,5713822
F2NYCNBK2GJ1,3,6,NEW HARTFORD,156002310,"ONEIDA, HERKIMER, AND MADISON COUNTIES BOCES",NY,13413,,local,2024,2022,0,0,0,0,10,10,0,0,0,0,0,26946308,1,100,MADISON ONEIDA BOCES,NY,VERONA,5709667.95,1670333.82,159,5,5709667.95
WN5WMPS6JKG4,3,3,PLANTATION,591894611,"NORTH DADE SENIOR CITIZENS HOUSING DEVELOPEMENT CORPORATION, INC., RSI",FL,33324,,non-profit,2024,2022,0,0,0,0,0,0,0,0,2,0,0,11154271,1,60,"NORTH DADE SENIOR CITIZENS HOUSING DEVELOPMENT CORP, INC",FL,MIAMI,5704334,5628950,9,1,5704334
J89EYVJKEHR3,3,3,WELLS,886000204,"CITY OF WELLS, NV",NV,89836,,local,2024,2022,0,0,0,0,2,2,0,0,0,0,2,7423355,1,40,CITY OF WELLS,NV,WELLS,5699640.09,5334041.59,15,2,5699640.09
L3P6MQPNNUM9,2,2,Irvine,450491886,9/11 Day,CA,92617,,non-profit,2024,2023,0,0,0,0,6,4,0,0,1,2,0,2438340,1,60,9/11 DAY,CA,IRVINE,5697820,15014914,12,1,5697820
C4LGALPZ6NE5,3,3,Greenwood Village,846000861,Cherry Creek School District No 5,CO,80111,,non-profit,2024,2022,0,0,0,0,4,0,0,0,0,0,8,162728829,1,120,CHERRY CREEK SCHOOL DISTRICT 5,CO,AURORA,5692841.21,4633993.07,37,4,5692841.21
X7NMMF8YNCN3,3,4,Paramus,223423159,Advanced Housing Inc.,NJ,07652,,non-profit,2024,2022,0,0,0,0,17,0,0,0,0,0,1,5059303,1,180,ADVANCE HOUSING INC,NJ,PARAMUS,5687588.8,2530023,36,1,5687588.8
UTNNUMBJ98N6,3,3,WADENA,410905311,HOUSING AND REDEVELOPMENT AUTHORITY OF WADENA,MN,56482,,local,2024,2022,0,0,0,0,2,0,0,0,0,2,7,3007593,1,90,HOUSING & REDEVELOPMENT AUTHORITY OF WADENA MINNESOTA,MN,WADENA,5687402,1326822,215,6,5687402
FQV4BVYZ8RC9,1,1,Alexandria,223630133,THE INTERNATIONAL CENTRE FOR MISSING & EXPLOITED CHILDREN AND AFFILIATES,VA,22314,,non-profit,2023,2023,0,0,0,0,3,3,0,0,0,0,3,1357741,1,60,THE INTERNATIONAL CENTRE FOR MISSING AND EXPLOITED CHILDREN,VA,ALEXANDRIA,5679970.12,7100000,9,2,5679970.12
PV9QLT8JNVE4,3,3,GRAND RAPIDS,381359578,YWCA WEST CENTRAL MICHIGAN,MI,495034200,,non-profit,2024,2022,0,0,0,0,49,0,0,0,30,42,36,10056567,1,850,YWCA WEST CENTRAL MICHIGAN,MI,GRAND RAPIDS,5672287.12,3659629.8,22,3,5672287.12
XK4TJBKEQ8F8,3,3,LAPLACE,720840673,DUBOURG HOME (PLACE DUBOURG APARTMENTS),LA,70068,,non-profit,2024,2022,0,0,0,0,0,0,0,0,1,2,0,15714769,1,40,PLACE DUBOURG,LA,LA PLACE,5671019,5565227,9,1,5671019
KXGPJGCT8F23,3,3,OMAHA,470522862,OMAHA - COUNCIL BLUFFS METROPOLITAN AREA PLANNING AGENCY,NE,68102,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,8,9050166,1,80,OMAHA-COUNCIL BLUFFS METROPOLITAN AREA PLANNING AGENCY,NE,OMAHA,5662512,4737000,20,3,5662512
VQEFGZ24B8E3,3,3,PLAINVILLE,066002064,"TOWN OF PLAINVILLE, CONNECTICUT",CT,06062,,local,2024,2022,0,0,0,0,0,0,0,0,0,2,7,19807621,1,70,TOWN OF PLAINVILLE TOWN HALL,CT,PLAINVILLE,5658315.06,7179330.5,15,2,5658315.06
HHNGNQGTJ535,3,3,GRAMBLING,720789844,GRAMBLING HOUSING AUTHORITY,LA,71245,,local,2024,2022,0,0,0,0,17,6,0,0,0,17,0,3409123,1,170,GRAMBLING HOUSING AUTHORITY,LA,GRAMBLING,5657239,1822663,136,3,5657239
Q36LDUJY28C4,3,3,SALT LAKE CITY,870280678,ENSIGN COLLEGE,UT,84101,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,1,2,4,9038498,1,80,ENSIGN COLLEGE,UT,SALT LAKE CITY,5651062.14,7874970,20,2,5651062.14
JJ4HYFQTAG24,3,3,BALTIMORE,526000769,"CITY OF BALTIMORE, MARYLAND",MD,21202,14,local,2024,2022,0,0,0,0,1428,135,0,0,15,2207,1024,915404157,1,24700,CITY OF BALTIMORE,MD,BALTIMORE,5644067,4237293,9,3,5644067
ZGEKLN739FN6,3,3,HOOD RIVER,936002297,HOOD RIVER COUNTY,OR,97031,,local,2024,2022,0,0,0,0,10,5,0,0,19,17,7,10781470,1,340,HOOD RIVER COUNTY,OR,HOOD RIVER,5639921,5669567.05,12,3,5639921
P97JLJNCUP37,3,3,Des Moines,420698267,"Lutheran Services in Iowa, Inc.",IA,50311,,non-profit,2024,2022,0,0,0,0,12,0,0,0,0,16,18,31761891,1,300,"LUTHERAN SERVICES IN IOWA, INC",IA,DES MOINES,5639004.54,5775955.16,37,6,5639004.54
E78ZAJM3BFL3,3,3,Troy,566000321,"Montgomery County, North Carolina",NC,27371,93,local,2024,2022,0,0,0,0,0,0,0,0,0,0,5,207992038,1,50,COUNTY OF MONTGOMERY,NC,TROY,5638955.71,5642136.38,8,2,5638955.71
KM9SY68VY716,2,2,Polson,816000545,Polson School District,MT,59860,,local,2024,2023,0,0,0,0,0,0,0,0,0,23,0,15458939,1,230,POLSON SCHOOL DISTRICT 23,MT,POLSON,5637858.48,2719321.75,39,4,5637858.48
RWYZNLPZKHN7,1,1,Chicago,362894887,"Human Resource Development Institute, Inc.",IL,60615,,non-profit,2024,2024,0,0,0,0,9,9,0,0,0,9,0,4869249,1,90,HUMAN RESOURCES DEVELOPMENT INSTITUTE INC,IL,CHICAGO,5634896.52,13410243.72,15,3,5634896.52
F74KFVD6UXV5,2,2,BARNESVILLE,586010147,BARNESVILLE HOUSING AUTHORITY,GA,30204,,local,2024,2023,0,0,0,0,4,4,0,0,2,0,0,1944555,1,40,BARNESVILLE HOUSING AUTHORITY,GA,BARNESVILLE,5634702,2552916,37,3,5634702
PCWYL29AANG4,3,3,HOUSTON,742110755,"THE PINEMONT APARTMENTS, INC.",TX,77092,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,3,11965266,1,60,THE PINEMONT INCORPORATED,TX,HOUSTON,5629022,5512411,13,1,5629022
RP2DS1N7D962,1,1,Washington,530204630,SOCIETY OF AMERICAN FORESTERS,DC,20037,,non-profit,2024,2024,0,0,0,0,0,0,0,0,0,0,7,2098110,1,70,SOCIETY OF AMERICAN FORESTERS,DC,WASHINGTON,5615139.79,5349491.78,33,5,5615139.79
M17EGYB4UBC5,3,3,CONEJOS,846000752,"CONEJOS COUNTY, COLORADO",CO,81129,,local,2024,2022,0,0,0,0,4,1,0,0,0,0,1,9224460,1,50,CONEJOS COUNTY GOVERNMENT,CO,CONEJOS,5611598.58,5597598.58,5,2,5611598.58
TXRLK7QTNK25,3,3,EVANSDALE,421196544,EVANSDALE MUNICIPAL HOUSING AUTHORITY,IA,507071146,,local,2024,2022,0,0,0,0,6,0,0,0,0,1,0,2824462,1,60,EVANSDALE MUNICIPAL HOUSING AUTHORITY,IA,EVANSDALE,5604149,1194745,141,3,5604149
XL27LBLZTKF1,3,3,Milwaukee,391839210,WISCONSIN REGIONAL TRAINING PARTNERSHIP INC,WI,53208,,non-profit,2024,2022,0,0,0,0,6,6,0,0,0,0,0,8643802,1,60,"WISCONSIN REGIONAL TRAINING PARTNERSHIP, INC.",WI,MILWAUKEE,5602748.29,6224182.32,10,4,5602748.29
WCMALGNXQ743,2,2,WILMINGTON,510345748,"INDEPENDENT RESOURCES, INC.",DE,19809,,non-profit,2022,2021,0,0,0,0,0,0,0,0,0,1,2,2038130,1,30,"INDEPENDENT RESOURCES, INC",DE,WILMINGTON,5588089,3808020,38,1,5588089
M1K7BAEBCCL4,3,3,DULUTH,410914274,ARROWHEAD REGIONAL DEVELOPMENT COMMISSION,MN,55802,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,37,28496823,1,370,ARROWHEAD REGIONAL DEVELOPMENT COMMISSION,MN,DULUTH,5585473.2,10387048.54,13,2,5585473.2
EVGKN24LA9J3,3,3,Center,840575941,"Saguache County Community Council, Inc.",CO,81125,,non-profit,2024,2022,0,0,0,0,4,2,0,0,0,1,0,3157016,1,40,CENTER HEAD START,CO,CENTER,5584026,28914505.75,10,1,5584026
RJPRA62MYMP3,3,3,OGALLALA,470709508,WEST CENTRAL NEBRASKA JOINT HOUSING AUTHORITY,NE,69153,,local,2024,2022,0,0,0,0,3,0,0,0,0,3,0,3001233,1,30,WEST CENTRAL NEBRASKA JOINT HOUSING AUTHORITY,NE,OGALLALA,5578348,1494707,123,1,5578348
SCKVEQAYFW57,3,3,Winston Salem,560594591,Carolina University,NC,27101,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,4,0,14761667,1,80,CAROLINA UNIVERSITY,NC,WINSTON SALEM,5565110.09,6754455.82,27,4,5565110.09
D6TTHHZ4SXY1,4,4,SEATTLE,910916534,CORNISH COLLEGE OF THE ARTS AND CORNISH FOUNDATION,WA,98121,,higher-ed,2025,2022,0,0,0,0,5,0,0,0,10,15,40,24844425,1,450,CORNISH COLLEGE OF THE ARTS,WA,SEATTLE,5557540,6021580,22,4,5557540
GZNJWJH4DK65,3,3,PLANTATION,521485732,SENIOR CITIZENS HOUSING DEVELOPMENT CORPORATION OF WASHINGTON,FL,33324,,non-profit,2024,2022,0,0,0,0,0,0,0,0,1,1,0,13694754,1,40,SENIOR CITIZENS HOUSING DEVELOPMENT CORPORATION OF WASHINGTON,DC,WASHINGTON,5553163,5057315,16,2,5553163
QGZFKNWNHGV1,2,2,Denver,742426085,Inner City Health Center,CO,80205,,non-profit,2024,2022,0,0,0,0,11,9,0,0,2,0,2,6522999,1,130,INNER CITY HEALTH CENTER,CO,DENVER,5545486.7,10160011.7,11,3,5545486.7
L7TZMMZ98BQ4,2,2,Fort Collins,815033986,Future Earth,CO,80526,,non-profit,2024,2023,0,0,0,0,0,0,0,0,1,0,3,2993750,1,30,FUTURE EARTH,CO,FORT COLLINS,5544690,6456737,10,1,5544690
T3LVDJQMMWA1,3,4,St Paul,411386986,COMUNIDADES LATINAS UNIDAS EN SERVICIO INC,MN,55106,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,3,23751886,1,30,"COMUNIDADES LATINAS UNIDAS EN SERVICIO, INC.",MN,SAINT PAUL,5541118.7,12650613.7,18,5,5541118.7
CJWSTMPYVNQ6,3,3,WEST DES MOINES,421200488,Iowa Northland Regional Housing Authority,IA,50266,,local,2024,2022,0,0,0,0,0,0,0,0,0,6,6,2760703,1,60,IOWA NORTHLAND REGIONAL HOUSING AUTHORITY,IA,WAVERLY,5540075,1449439,105,1,5540075
P13QA7ERSLE4,3,3,UNION,556000368,MONROE COUNTY BOARD OF EDUCATION,WV,24983,,local,2024,2022,0,0,0,0,5,5,0,0,0,3,3,17099114,1,80,MONROE CO BOARD OF EDUCATION,WV,UNION,5538370,23998410,11,1,5538370
WA4VXHKM1N53,3,3,Pago Pago,660760220,American Samoa Alliance Against Domestic And Sexual Violence Inc,AS,96799,,non-profit,2024,2022,0,0,0,0,5,0,0,0,0,1,0,3146747,1,50,AMERICAN SAMOA ALLIANCE AGAINST DOMESTIC AND SEXUAL VIOLENCE,AS,PAGO PAGO,5534916.35,3039699.45,32,4,5534916.35
LCDSDWLQ4VZ5,3,3,JACKSON,646000505,JACKSON PUBLIC SCHOOL DISTRICT,MS,39201,84,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,7,271320413,1,70,JACKSON PUBLIC SCHOOLS,MS,JACKSON,5526600,14999444,15,4,5526600
JKTYE7ALNRU7,3,3,HILLSBORO,376001661,"MONTGOMERY COUNTY, IL",IL,62049,,local,2024,2022,0,0,0,0,0,0,0,0,1,1,2,8148352,1,40,COUNTY OF MONTGOMERY,IL,HILLSBORO,5519086,5519086,1,1,5519086
N1LMKEYS4H27,1,1,BALTIMORE,364913965,"BALTIMORE CORPS, INC",DC,21215,,non-profit,2023,2023,0,0,0,0,3,0,0,0,0,0,4,792622,1,70,"BALTIMORE CORPS, INC",MD,BALTIMORE,5506997,16520991,6,1,5506997
YEVHPUL56R36,2,2,Lansing,383142455,"Habitat for Humanity of Michigan, Inc.",MI,48917,,non-profit,2024,2023,0,0,0,0,0,0,0,0,0,0,3,3908007,1,30,HABITAT FOR HUMANITY OF MICHIGAN INC,MI,LANSING,5500000,3500000,5,2,5500000
JHVKE7HTBLP5,2,2,Hyattsville,521372972,"CASA, Inc and Subsidiaries",MD,20783,,non-profit,2023,2022,0,0,0,0,0,0,0,0,0,0,0,5360123,1,80,CASA INC,MD,HYATTSVILLE,5497045,3498939,16,5,5497045
J4BVNPJLSYJ8,3,3,GREENSBORO,481268230,"UNITED PIEDMONT CENTER FOR EDUCATIONAL EXCELLENCE, INC",NC,274012837,,non-profit,2024,2022,0,0,0,0,5,0,0,0,0,1,1,2884785,1,60,UNITED PIEDMONT CENTER FOR EDUCATIONAL EXCELLENCE,NC,GREENSBORO,5495667.18,8859237,20,2,5495667.18
LG9NPAPCPJ25,3,3,PHILADELPHIA,231352236,MOORE COLLEGE OF ART & DESIGN,PA,191031179,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,3,2,9,23838523,1,90,MOORE COLLEGE OF ART AND DESIGN,PA,PHILADELPHIA,5490349,5842623,32,5,5490349
Z3QYK1WZDJP5,1,1,Davenport,916001242,City of Davenport,WA,99122,,local,2022,2022,0,0,0,0,0,0,0,0,0,0,5,1872153,1,50,CITY OF DAVENPORT,WA,DAVENPORT,5471700,9395232,14,1,5471700
FGCVJBCHA729,3,4,WILLOW STREET,231740421,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,175840527,,local,2024,2022,0,0,0,0,2,2,0,0,6,0,11,22345868,1,130,LANCASTER COUNTY CAREER & TECHNOLOGY CENTER,PA,WILLOW STREET,5471670.07,6640623,40,4,5471670.07
TVR4N1HJDVX4,3,3,WELLINGTON,486006463,SUMNER COUNTY KANSAS,KS,67152,,local,2024,2022,0,0,0,0,3,3,0,0,1,0,0,6806786,1,30,COUNTY OF SUMNER,KS,WELLINGTON,5460460,5460460,4,2,5460460
MCQEFMM2LJA4,3,3,Cheney,916001236,CITY OF CHENEY,WA,99004,,local,2024,2022,0,0,0,0,3,1,0,0,1,0,0,19297971,1,30,CITY OF CHENEY,WA,CHENEY,5459513,5459513,2,1,5459513
R3BRL3EDRCM1,3,3,SANTA FE,850482896,NEW MEXICO COALITION TO END HOMELESSNESS,NM,87501,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,41,42,5323241,1,420,NEW MEXICO COALITION TO END HOMELESSNESS,NM,SANTA FE,5441707.8,1427985.36,62,3,5441707.8
MQ9KD3H5P1A1,1,1,West Warwick,050389543,845 Housing Corporation,RI,02893,,non-profit,2024,2024,0,0,0,0,0,0,0,0,2,0,0,3422118,1,40,845 HOUSING CORP,RI,WEST WARWICK,5441520,5438478,8,1,5441520
UKEKHDR39KH7,3,3,WORLAND,836000129,WASHAKIE COUNTY,WY,82401,,local,2024,2022,0,0,0,0,0,0,0,0,0,1,4,4193732,1,40,WASHAKIE COUNTY WYOMING,WY,WORLAND,5438722.76,6583559.1,16,3,5438722.76
S6LGFNK4SB47,1,1,Belview,416004971,City of Belview,MN,56214,,local,2024,2024,0,0,0,0,0,0,0,0,0,6,6,860888,1,60,"BELVIEW, CITY OF",MN,BELVIEW,5437000,5437000,2,1,5437000
YCX3TUXBQTZ5,3,3,BETHANY,730599209,"SOUTHWESTERN CHRISTIAN UNIVERSITY, INC.",OK,73008,,higher-ed,2024,2022,0,0,0,0,9,1,0,0,1,8,2,9390409,1,150,"SOUTHWESTERN CHRISTIAN UNIVERSITY, INC.",OK,BETHANY,5432003.31,7374815.18,39,5,5432003.31
S2NBA4KTBLC5,1,1,Green Bay,391813461,"Glacierland Resource Conservation and Development Council, Inc.",WI,54307,,non-profit,2023,2023,0,0,0,0,4,2,0,0,2,0,2,770579,1,60,"GLACIERLAND RESOURCE CONSERVATION & DEVELOPMENT COUNCILE, INC",WI,ONEIDA,5426592,3465500,16,3,5426592
JXJAEJP6YRJ8,3,3,CAMBRIDGE,043348440,"HULT INTERNATIONAL BUSINESS SCHOOL, INC.",MA,021411805,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,7,21959352,1,70,"HULT INTERNATIONAL BUSINESS SCHOOL, INC.",MA,CAMBRIDGE,5417491,6055321,28,3,5417491
P4NAUVZ1KGF4,3,3,KETCHIKAN,920069501,"WOMEN IN SAFE HOMES, INC.",AK,99901,,non-profit,2024,2022,0,0,0,0,2,0,0,0,0,0,1,6749991,1,30,WOMEN IN SAFE HOMES,AK,KETCHIKAN,5415346,9614225,15,4,5415346
VWJJK8276ZX1,3,3,JACKSON,640836580,GRACE HOUSE INC,MS,39286,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,8,17,10964878,1,170,GRACE HOUSE,MS,JACKSON,5414672,4360591,10,2,5414672
J9UMFEQ7AGJ6,2,2,WASHINGTON,520805471,"MARINE TECHNOLOGY SOCIETY, INC.",DC,20005,,non-profit,2025,2024,0,0,0,0,0,0,0,0,0,0,0,2791435,1,50,"MARINE TECHNOLOGY SOCIETY, INC",DC,WASHINGTON,5409102.84,8930067.49,13,4,5409102.84
GCZ2DJ4S8JM8,3,3,SEYMOUR,756003047,HOUSING AUTHORITY OF SEYMOUR,TX,76380,,local,2024,2022,0,0,0,0,0,2,0,0,2,0,2,2740165,1,30,SEYMOUR HOUSING AUTHORITY,TX,SEYMOUR,5408794,2794339,27,3,5408794
FFYPSKJ1Q187,2,2,Greensburg,356000138,Decatur County,IN,47240,,local,2024,2023,0,0,0,0,5,3,0,0,0,2,0,2957851,1,50,"DECATUR, COUNTY OF",IN,GREENSBURG,5408774,5408774,2,1,5408774
EMP7NMSGGJH3,3,3,SKOKIE,366004287,SKOKIE/MORTON GROVE SCHOOL DISTRICT NO. 69,IL,60077,,local,2024,2022,0,0,0,0,0,0,0,0,0,9,9,17477587,1,130,SKOKIE SCHOOL DISTRICT 69,IL,SKOKIE,5404736.06,13784498,22,4,5404736.06
LW9TR7AB38Q4,2,2,ALLENDALE,576000301,ALLENDALE COUNTY,SC,29810,,local,2024,2023,0,0,0,0,0,0,0,0,0,0,3,3623287,1,30,COUNTY OF ALLENDALE,SC,ALLENDALE,5400179.96,4108528.9,18,3,5400179.96
D466LBA66QM6,1,1,CHICAGO,363008606,HOWARD AREA COMMUNITY CENTER,IL,50515,,non-profit,2022,2022,0,0,0,0,8,6,0,0,2,4,0,2788335,1,80,HOWARD AREA COMMUNITY CENTER,IL,CHICAGO,5395980.78,30360488.78,11,1,5395980.78
NQ45FMKKA1Z3,3,3,Kelliher,416008114,ISD #36 Kelliher,MN,56650,,local,2024,2022,0,0,0,0,3,0,0,0,0,0,0,5757478,1,30,KELLIHER SCHOOL DISTRICT 36,MN,KELLIHER,5392043.66,5297769.69,31,5,5392043.66
V7MPK8TJVNJ5,3,3,WASHINGTON,311582315,NATIONAL FARMERS UNION FOUNDATION,DC,20001,,non-profit,2024,2022,0,0,0,0,0,0,0,0,2,2,3,2929151,1,30,NATIONAL FARMERS UNION FOUNDATION,DC,WASHINGTON,5389330.62,34458960,8,2,5389330.62
K9DNHD77ZKF8,3,3,Newark,821719128,"Newark Community Street Team, Inc.",NJ,07108,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,38,0,11067595,1,520,NEWARK COMMUNITY STREET TEAM INC,NJ,NEWARK,5386038,3807753.49,5,3,5386038
C58AFQEZMGV3,2,2,Chicago,460507473,Frida Kahlo Community Organization,IL,60632,,non-profit,2024,2023,0,0,0,0,0,0,0,0,0,4,0,6707851,1,50,FRIDA KAHLO COMMUNITY ORGANIZATION,IL,CHICAGO,5385670,15757010,2,1,5385670
D1BYG4JR5ME1,2,2,COMMERCE TOWNSHIP,386006899,CHARTER TOWNSHIP OF COMMERCE,MI,48390,,local,2023,2022,0,0,0,0,3,0,0,0,0,0,0,7533487,1,30,CHARTER TOWNSHIP OF COMMERCE,MI,WALLED LAKE,5378584.76,6173774.98,8,3,5378584.76
VD5NKA95LP99,3,3,PHOENIX,860290033,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. AND SUBSIDIARIES",AZ,85012,,non-profit,2024,2022,0,0,0,0,8,0,0,0,2,0,0,29089996,1,80,SOUTHWEST BEHAVIORAL HEALTH SERVICES INC,AZ,PHOENIX,5372382.22,16873912.85,18,3,5372382.22
GULXA55K4YK9,3,3,BROADVIEW,751104546,"PIERCE MORTUARY COLLEGES, INC.",IL,60155,,non-profit,2024,2022,0,0,0,0,0,1,0,0,0,0,4,44009675,1,40,"PIERCE MORTUARY COLLEGES, INC.",TX,DALLAS,5363672,6378508,31,4,5363672
PNM7SNJL5171,3,3,NEW YORK,133687891,"CENTER FOR URBAN COMMUNITY SERVICES, INC.",NY,10035,,non-profit,2024,2022,0,0,0,0,8,0,0,0,0,0,0,74714660,1,80,"CENTER FOR URBAN COMMUNITY SERVICES, INC.",NY,NEW YORK,5361866.86,3836263.72,20,1,5361866.86
NHMVHZ7FFVG8,2,2,Raleigh,561765360,Passage Home,NC,27601,,non-profit,2024,2023,0,0,0,0,4,0,0,0,3,0,1,12609133,1,50,PASSAGE HOME INC,NC,RALEIGH,5346547.76,2213374.36,22,2,5346547.76
NPG4JCMLQ1L3,3,3,ELLSWORTH,270548057,HEALTHY ACADIA,ME,04605,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,0,8420134,1,30,HEALTHY ACADIA,ME,ELLSWORTH,5339278,9000000,26,4,5339278
LGHUH4NB69L8,3,3,PORTLAND,943090170,PORTLAND VA RESEARCH FOUNDATION,OR,97280,,non-profit,2024,2022,0,0,0,0,0,0,0,0,4,0,5,11726455,1,50,"PORTLAND VA RESEARCH FOUNDATION, INC.",OR,PORTLAND,5334791.57,11056872.82,20,3,5334791.57
JF77TP4ZLJQ7,6,6,Gulfport,640660937,"Saraland Manor, Inc.",MS,39501,,non-profit,2024,2019,0,0,0,0,0,0,0,0,0,9,0,54689422,1,200,"SARALAND MANOR, INC",MS,GULFPORT,5330213,5262557,8,2,5330213
TZNVJV2R7J19,3,3,ATLANTA,581575222,"BOOTH RESIDENCE INC., A GEORGIA CORPORATION",GA,30306,,non-profit,2024,2022,0,0,0,0,1,3,0,0,0,0,2,13880893,1,30,"BOOTH RESIDENCE, INC.",GA,ATLANTA,5329710,5261928,8,1,5329710
